initial_cutloss_pct,breakeven_trigger_pct,breakeven_lock_pct,atr_multiplier,min_dollar_vol,freeze_days,trade_count,win_rate_pct,net_profit_pct,profit_factor,max_drawdown_pct
0.05,0.06,0.01,3.0,500000.0,20,18,72.22222222222221,465.60404797048693,10.550549623333147,-9.750000000000005
0.05,0.06,0.01,3.0,500000.0,30,17,70.58823529411765,460.00400789157123,10.51054962333315,-9.750000000000005
0.05,0.06,0.01,3.0,1000000.0,0,22,59.09090909090909,360.6880320972613,5.861416457407308,-26.490810937500015
0.05,0.06,0.01,3.0,1000000.0,5,20,65.0,410.45765329336444,7.536106873809395,-18.54937500000001
0.05,0.06,0.01,3.0,1000000.0,10,18,66.66666666666666,432.00380749699264,8.758791352777624,-14.262500000000003
0.05,0.06,0.01,3.0,1000000.0,20,18,72.22222222222221,465.60404797048693,10.550549623333147,-9.750000000000005
0.05,0.06,0.01,3.0,1000000.0,30,17,70.58823529411765,460.00400789157123,10.51054962333315,-9.750000000000005
0.05,0.06,0.01,3.0,5000000.0,0,22,59.09090909090909,360.6880320972613,5.861416457407308,-26.490810937500015
0.05,0.06,0.01,3.0,5000000.0,5,20,65.0,410.45765329336444,7.536106873809395,-18.54937500000001
0.05,0.06,0.01,3.0,5000000.0,10,18,66.66666666666666,432.00380749699264,8.758791352777624,-14.262500000000003
0.05,0.06,0.01,3.0,5000000.0,20,18,72.22222222222221,465.60404797048693,10.550549623333147,-9.750000000000005
0.05,0.06,0.01,3.0,5000000.0,30,17,70.58823529411765,460.00400789157123,10.51054962333315,-9.750000000000005
0.05,0.06,0.02,2.0,500000.0,0,26,57.692307692307686,415.94965921753595,4.7789974053376,-26.490810937500026
0.05,0.06,0.02,2.0,500000.0,5,23,65.21739130434783,501.7782874676031,6.769105005157856,-18.549375000000026
0.05,0.06,0.02,2.0,500000.0,10,21,66.66666666666666,521.030224424771,7.795696300762477,-14.262500000000022
0.05,0.06,0.02,2.0,500000.0,20,21,71.42857142857143,566.790346224491,9.37054120359106,-9.750000000000016
0.05,0.06,0.02,2.0,500000.0,30,20,70.0,553.7160257102853,9.293679160634099,-9.750000000000016
0.05,0.06,0.02,2.0,1000000.0,0,26,57.692307692307686,415.94965921753595,4.7789974053376,-26.490810937500026
0.05,0.06,0.02,2.0,1000000.0,5,23,65.21739130434783,501.7782874676031,6.769105005157856,-18.549375000000026
